Full URL,Page Type / AEM Template,Taxonomy: Pillar,Taxonomy: Need states,Taxonomy: Product families,Taxonomy: Product capabilities,Taxonomy: Platforms,Taxonomy: Services and advisory,Taxonomy: Insight and thought leader content type,Taxonomy: Topic,Taxonomy: Theme,Taxonomy: Regulatory and operating context,Taxonomy: Vehicle type/segment,Taxonomy: Industry/Sector,Taxonomy: Audience role,Taxonomy: Workflow stage,Taxonomy: Content formats,Taxonomy: Asset attributes,Taxonomy: Campaign type,Taxonomy: Brand/ data source,Taxonomy: Market - sales region,Taxonomy: Market - region,Taxonomy: Market - Country
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/bmw-hits-the-brakes-with-vehicle-recall,Blog or Automotive Insights,Sales solutions,,,,,,/Market news and updates,Vehicle recalls and safety,Automotive industry forecast and analysis,/Recall requirements,,/Automotive OEMs,/OEM strategist,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/briefcase-chips-on-the-table-india-seizes-opportunities-in-a-thriving-automotive-scene,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive semiconductors,Automotive supply chain,,,/Automotive OEMs|/Automotive suppliers and supply chain,/OEM strategist|/Supply chain analyst,,/Short-form article,,,,,,India
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/briefcase-from-adas-to-autonomy-the-strategic-moves-shaping-automakers-future,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Autonomous vehicles and ADAS,Future of mobility,,,/Automotive OEMs,/OEM strategist,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/briefcase-lets-torque-tech-titans-in-the-auto-space,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Competitive landscape,Automotive supply chain,,,/Automotive OEMs,/Competitive intelligence|/Technical specialists,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/car-model-cannibalization-analysis,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Market segmentation insights|Competitive landscape,Automotive industry forecast and analysis|Automotive consumer trends,,,/Automotive OEMs,/Product planner|/Competitive intelligence,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/fuel-for-thought-2024-presidential-election-impacts-on-the-us-auto-industry,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Regulations and compliance|Macro-economic drivers,Automotive industry forecast and analysis,/Policy,,/Automotive OEMs,/Government / policy maker,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/global-automotive-industry-and-the-energy-transition,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,,Automotive sustainability,,,/Automotive OEMs,/OEM strategist,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/india-automotive-sector-defies-global-disruptions,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,,Automotive industry forecast and analysis,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,India
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/key-dmas-are-driving-supply-incentives-and-competition-for-in-market-shoppe,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports|/Market news and updates,Dealer and retail trends|Pricing trends,Automotive industry forecast and analysis|Automotive consumer trends,,,/Automotive dealers and retailers|/Automotive OEMs,/Dealer / retailer|/Marketing and media agencies,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/mainland-china-autonomous-vehicle-development-on-a-different-track,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Autonomous vehicles and ADAS,Future of mobility,,,/Automotive OEMs,/Product planner|/Technical specialists,,/Short-form article,,,,Greater China,Greater China,Mainland China
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/october-2024-light-vehicle-production-forecast,Blog or Automotive Insights,Planning solutions,,,,,,/Data and forecasts|/Market news and updates,Vehicle production forecasts,Automotive industry forecast and analysis,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/rise-of-chinese-brands-in-europe,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Competitive landscape,Automotive industry forecast and analysis,,,/Automotive OEMs,/Competitive intelligence,,/Short-form article,,,,,,Mainland China
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/rising-vehicle-inventories-boost-brand-loyalty,Blog or Automotive Insights,Sales solutions,,Loyalty,,,,/Analysis and reports|/Market news and updates,Dealer and retail trends|Loyalty,Automotive industry forecast and analysis|Automotive consumer trends,,,/Automotive OEMs|/Automotive dealers and retailers,/Market analyst|/Dealer / retailer,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/trucking-in-transition-potential-impacts-of-the-2024-election,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Regulations and compliance,Commercial vehicle market,/Policy,,/Automotive OEMs|/Fleet management and leasing,/Government / policy maker|/Fleet manager,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/auto-repair-marketing-for-aging-vehicles,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports|/Market news and updates,Aftermarket parts and components,Automotive industry forecast and analysis|Automotive supply chain,,,/Automotive aftermarket,/Aftermarket provider,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/auto-shows-in-los-angeles-and-guangzhou,Blog or Automotive Insights,Planning solutions,,,,,,/Events and webinars,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,,,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/autotechinsight-interview-with-stellantis-cto-relying-solely-on-cloud-processing-is-impractical,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Software defined vehicles (SDV)|Connected cars and vehicles,Software-defined vehicles,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Technical specialists|/OEM strategist,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/briefcase-oem-balancing-act,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Market volatility trends|Competitive landscape,Automotive industry forecast and analysis,,,/Automotive OEMs,/OEM strategist|/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/briefcase-on-a-lighter-note-the-automotive-industrys-weight-loss-journey,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,,Automotive supply chain,,,/Automotive OEMs,/Product planner,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/briefcase-qualcomms-automotive-business-hits-high-gears,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive semiconductors,Software-defined vehicles,,,/Automotive suppliers and supply chain|/Automotive OEMs,/Procurement|/Technical specialists,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/briefcase-tariff-trouble-will-mexicos-auto-investment-engine-splutter,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,,Automotive tariffs,/Policy,,/Automotive OEMs,/OEM strategist,,/Short-form article,,,,North America,North America,Mexico
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/china-commercial-vehicles-production-capacity,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,,Automotive industry forecast and analysis|Commercial vehicle market,,,/Automotive OEMs,/Product planner|/Market analyst,,/Short-form article,,,,Greater China,Greater China,Mainland China
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/donald-trump-wins-what-to-expect-for-the-auto-industry,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Regulations and compliance|Macro-economic drivers,Automotive industry forecast and analysis,/Policy,,/Automotive OEMs,/Government / policy maker,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/how-eu-tariffs-will-impact-the-battery-electric-vehicle-market,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive tariffs and trade policy|Market volatility trends,Automotive tariffs,/Policy,,/Automotive OEMs,/OEM strategist,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/november-2024-us-auto-sales-showing-signs-of-progress,Blog or Automotive Insights,Planning solutions,,,,,,/Data and forecasts|/Market news and updates,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/the-evolution-of-electric-vehicle-battery-technology,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,EV battery technology,EV battery technology,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Product planner|/Technical specialists,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/under-the-radar-benefit-of-incremental-hybrid-vehicles,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,EV adoption,Automotive industry forecast and analysis,,,/Automotive OEMs,/Product planner,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/automotive-industry-financed-emissions-decarbonization,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,,Automotive sustainability ,/Emissions standards,,/Automotive OEMs,/Government / policy maker,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/automotive-industry-forecast-2025-tariffs-evs,Blog or Automotive Insights,Planning solutions,,,,,,/Data and forecasts|/Market news and updates,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive industry forecast and analysis|Automotive tariffs|Electric vehicle industry,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/automotive-supply-chain-data-for-investors,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive supply chain disruption and resilience|Automotive supply chain risk management,Automotive supply chain,,,/Automotive suppliers and supply chain,/Sector and company analysts|/Supply chain analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/auto-sales-december-2024-us,Blog or Automotive Insights,Planning solutions,,,,,,/Data and forecasts|/Market news and updates,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/briefcase-nhtsa-ups-the-ante-on-adas-tech-evaluation,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Autonomous vehicles and ADAS|Regulations and compliance,Automotive industry forecast and analysis,/Safety regulations,,/Automotive OEMs,/Government / policy maker,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/briefcase-sibs-and-ssbs-dynamic-duo-challenge-ev-battery-market,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,EV battery technology,EV battery technology,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Product planner|/Technical specialists,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/briefcase-the-2024-year-end-review,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive industry forecast and analysis,Automotive industry forecast and analysis|Automotive supply chain,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/car-dealerships-inventory-management-strategies,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports|/Market news and updates,Dealer and retail trends,Automotive industry forecast and analysis,,,/Automotive dealers and retailers,/Dealer / retailer,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/china-commercial-vehicles-trucks-forecast,Blog or Automotive Insights,Planning solutions,,,,,,/Data and forecasts|/Market news and updates,,Automotive industry forecast and analysis|Commercial vehicle market,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,Greater China,Greater China,Mainland China
